episode,return,length_steps,episode_time_s,is_goal_reached,is_collision,is_off_road,is_time_out,is_friction_violation,termination_reason,episode_completion_ratio,min_ttc_s,mean_ttc_s,min_ttc_lead_s,mean_ttc_lead_s,min_ttc_follow_s,mean_ttc_follow_s,min_thw_s,mean_thw_s,min_front_gap_m,distance_travelled_m,forward_progress_m,mean_speed_mps,max_speed_mps,mean_abs_acc_mps2,max_abs_acc_mps2,mean_abs_lat_acc_mps2,max_abs_lat_acc_mps2,mean_abs_jerk_mps3,max_abs_jerk_mps3,route_completion_ratio,tet_ttc_below_1.5s_s,tit_ttc_below_1.5s_s2,tet_ttc_below_2.0s_s,tit_ttc_below_2.0s_s2
98,646.0599708557129,34,1.36,0,0,1,0,0,is_off_road,0.2833333333333333,,,,,-72.36442883823251,-37.99063260115479,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
99,646.0599708557129,34,1.36,0,0,1,0,0,is_off_road,0.2833333333333333,,,,,-72.36442883823251,-37.99063260115479,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
100,1581.449893951416,53,2.12,0,0,1,0,0,is_off_road,0.49074074074074076,,,,,-2.311086383243487,-2.011942114683443,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
101,3795.641944885254,115,4.6000000000000005,0,0,1,0,0,is_off_road,0.32122905027932963,,,-1099.2540059248652,35.94343534306797,,,,,,,,,,,,,,,,0.30348203694521936,0.0,0.0,0.0,0.0
102,9460.765605926514,243,9.72,0,0,1,0,0,is_off_road,0.9,,,-2660.5583957913836,-26.082580894710013,-12112.014173030391,-63.49697472102126,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
103,2120.590455532074,79,3.16,0,0,1,0,0,is_off_road,0.79,,,2.7991676091328412,11.015917352345861,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
104,13647.45475769043,366,14.64,0,1,0,0,0,is_collision,0.7939262472885033,,,-1361.4294305478759,-5.25916717404615,-279.70674041309786,2017.6720037924288,,,,,,,,,,,,,,0.2567308798162192,0.0,0.0,0.0,0.0
105,3512.0370712280273,103,4.12,0,1,0,0,0,is_collision,0.4835680751173709,,,-24.448473180946742,-10.966482771291995,1.164229745562245,15.278052691744495,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
106,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
107,9465.387588500977,235,9.4,0,0,0,1,0,is_time_out,1.0,,,,,-450.74454692992526,32.295295969280794,,,,,,,,,,,,,,0.6724247542218232,0.0,0.0,0.0,0.0
108,1581.449893951416,53,2.12,0,0,1,0,0,is_off_road,0.49074074074074076,,,,,-2.311086383243487,-2.011942114683443,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
109,3512.0370712280273,103,4.12,0,1,0,0,0,is_collision,0.4835680751173709,,,-24.448473180946742,-10.966482771291995,1.164229745562245,15.278052691744495,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
110,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.16189331849858232,0.0,0.0,0.0,0.0
111,596.7011375427246,35,1.4000000000000001,0,1,0,0,0,is_collision,0.4166666666666667,,,,,-6.5162916159784485,-5.025547167166796,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
112,1525.6338424682617,56,2.24,0,0,1,0,0,is_off_road,0.6086956521739131,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
113,1627.1369247436523,61,2.44,0,0,1,0,0,is_off_road,0.27601809954751133,,,-151.99152534250103,-16.759341141617124,-718.1746896237611,1.3069116827401073,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
114,646.0599708557129,34,1.36,0,0,1,0,0,is_off_road,0.2833333333333333,,,,,-72.36442883823251,-37.99063260115479,,,,,,,,,,,,,,0.5119403404359918,0.0,0.0,0.0,0.0
115,1627.1369247436523,61,2.44,0,0,1,0,0,is_off_road,0.27601809954751133,,,-151.99152534250103,-16.759341141617124,-718.1746896237611,1.3069116827401073,,,,,,,,,,,,,,0.6435358168990261,0.0,0.0,0.0,0.0
116,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
117,7538.10139465332,191,7.640000000000001,0,0,1,0,0,is_off_road,0.7262357414448669,,,-527.5157142617292,28.988058630059186,-329.57186424325397,14.627972961500614,,,,,,,,,,,,,,0.2625245137263409,0.0,0.0,0.0,0.0
118,13647.45475769043,366,14.64,0,1,0,0,0,is_collision,0.7939262472885033,,,-1361.4294305478759,-5.25916717404615,-279.70674041309786,2017.6720037924288,,,,,,,,,,,,,,0.06314436320455656,0.0,0.0,0.0,0.0
119,13647.45475769043,366,14.64,0,1,0,0,0,is_collision,0.7939262472885033,,,-1361.4294305478759,-5.25916717404615,-279.70674041309786,2017.6720037924288,,,,,,,,,,,,,,0.06314436320455656,0.0,0.0,0.0,0.0
120,9465.387588500977,235,9.4,0,0,0,1,0,is_time_out,1.0,,,,,-450.74454692992526,32.295295969280794,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
121,1627.1369247436523,61,2.44,0,0,1,0,0,is_off_road,0.27601809954751133,,,-151.99152534250103,-16.759341141617124,-718.1746896237611,1.3069116827401073,,,,,,,,,,,,,,0.6910090913275247,0.0,0.0,0.0,0.0
122,1525.6338424682617,56,2.24,0,0,1,0,0,is_off_road,0.6086956521739131,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
123,3795.641944885254,115,4.6000000000000005,0,0,1,0,0,is_off_road,0.32122905027932963,,,-1099.2540059248652,35.94343534306797,,,,,,,,,,,,,,,,0.2615285136305763,0.0,0.0,0.0,0.0
124,596.7011375427246,35,1.4000000000000001,0,1,0,0,0,is_collision,0.4166666666666667,,,,,-6.5162916159784485,-5.025547167166796,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
125,6288.9641761779785,174,6.96,0,1,0,0,0,is_collision,0.5403726708074534,,,-15364.145137016205,-90.3905485458705,-4503.033816778702,378.0794758384818,,,,,,,,,,,,,,0.7589649346800905,0.0,0.0,0.0,0.0
126,3795.641944885254,115,4.6000000000000005,0,0,1,0,0,is_off_road,0.32122905027932963,,,-1099.2540059248652,35.94343534306797,,,,,,,,,,,,,,,,0.0851965167691036,0.0,0.0,0.0,0.0
127,7538.10139465332,191,7.640000000000001,0,0,1,0,0,is_off_road,0.7262357414448669,,,-527.5157142617292,28.988058630059186,-329.57186424325397,14.627972961500614,,,,,,,,,,,,,,0.7732484164978721,0.0,0.0,0.0,0.0
128,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.29006676973574885,0.0,0.0,0.0,0.0
129,9465.387588500977,235,9.4,0,0,0,1,0,is_time_out,1.0,,,,,-450.74454692992526,32.295295969280794,,,,,,,,,,,,,,0.6220961875800967,0.0,0.0,0.0,0.0
130,9465.387588500977,235,9.4,0,0,0,1,0,is_time_out,1.0,,,,,-450.74454692992526,32.295295969280794,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
131,1830.4522094726562,69,2.7600000000000002,0,0,1,0,0,is_off_road,0.6509433962264151,,,,,-21.111423720238285,-13.601545686660156,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
132,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
133,3795.641944885254,115,4.6000000000000005,0,0,1,0,0,is_off_road,0.32122905027932963,,,-1099.2540059248652,35.94343534306797,,,,,,,,,,,,,,,,0.738057077567989,0.0,0.0,0.0,0.0
134,13647.45475769043,366,14.64,0,1,0,0,0,is_collision,0.7939262472885033,,,-1361.4294305478759,-5.25916717404615,-279.70674041309786,2017.6720037924288,,,,,,,,,,,,,,0.6873450553852863,0.0,0.0,0.0,0.0
135,1581.449893951416,53,2.12,0,0,1,0,0,is_off_road,0.49074074074074076,,,,,-2.311086383243487,-2.011942114683443,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
136,13647.45475769043,366,14.64,0,1,0,0,0,is_collision,0.7939262472885033,,,-1361.4294305478759,-5.25916717404615,-279.70674041309786,2017.6720037924288,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
137,13647.45475769043,366,14.64,0,1,0,0,0,is_collision,0.7939262472885033,,,-1361.4294305478759,-5.25916717404615,-279.70674041309786,2017.6720037924288,,,,,,,,,,,,,,0.7749196088157105,0.0,0.0,0.0,0.0
138,3795.641944885254,115,4.6000000000000005,0,0,1,0,0,is_off_road,0.32122905027932963,,,-1099.2540059248652,35.94343534306797,,,,,,,,,,,,,,,,0.772942176354184,0.0,0.0,0.0,0.0
139,1581.449893951416,53,2.12,0,0,1,0,0,is_off_road,0.49074074074074076,,,,,-2.311086383243487,-2.011942114683443,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
140,9465.387588500977,235,9.4,0,0,0,1,0,is_time_out,1.0,,,,,-450.74454692992526,32.295295969280794,,,,,,,,,,,,,,0.6798898276293198,0.0,0.0,0.0,0.0
141,1830.4522094726562,69,2.7600000000000002,0,0,1,0,0,is_off_road,0.6509433962264151,,,,,-21.111423720238285,-13.601545686660156,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
142,7538.10139465332,191,7.640000000000001,0,0,1,0,0,is_off_road,0.7262357414448669,,,-527.5157142617292,28.988058630059186,-329.57186424325397,14.627972961500614,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
143,3512.0370712280273,103,4.12,0,1,0,0,0,is_collision,0.4835680751173709,,,-24.448473180946742,-10.966482771291995,1.164229745562245,15.278052691744495,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
144,13647.45475769043,366,14.64,0,1,0,0,0,is_collision,0.7939262472885033,,,-1361.4294305478759,-5.25916717404615,-279.70674041309786,2017.6720037924288,,,,,,,,,,,,,,0.005702014103806781,0.0,0.0,0.0,0.0
145,9465.387588500977,235,9.4,0,0,0,1,0,is_time_out,1.0,,,,,-450.74454692992526,32.295295969280794,,,,,,,,,,,,,,0.6724247542218232,0.0,0.0,0.0,0.0
146,1627.1369247436523,61,2.44,0,0,1,0,0,is_off_road,0.27601809954751133,,,-151.99152534250103,-16.759341141617124,-718.1746896237611,1.3069116827401073,,,,,,,,,,,,,,0.6980506484818498,0.0,0.0,0.0,0.0
147,6288.9641761779785,174,6.96,0,1,0,0,0,is_collision,0.5403726708074534,,,-15364.145137016205,-90.3905485458705,-4503.033816778702,378.0794758384818,,,,,,,,,,,,,,0.20404474156487912,0.0,0.0,0.0,0.0
148,596.7011375427246,35,1.4000000000000001,0,1,0,0,0,is_collision,0.4166666666666667,,,,,-6.5162916159784485,-5.025547167166796,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
149,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.1592498475336893,0.0,0.0,0.0,0.0
150,2120.590455532074,79,3.16,0,0,1,0,0,is_off_road,0.79,,,2.7991676091328412,11.015917352345861,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
151,6288.9641761779785,174,6.96,0,1,0,0,0,is_collision,0.5403726708074534,,,-15364.145137016205,-90.3905485458705,-4503.033816778702,378.0794758384818,,,,,,,,,,,,,,0.5122483972604569,0.0,0.0,0.0,0.0
152,6288.9641761779785,174,6.96,0,1,0,0,0,is_collision,0.5403726708074534,,,-15364.145137016205,-90.3905485458705,-4503.033816778702,378.0794758384818,,,,,,,,,,,,,,0.6169217835381878,0.0,0.0,0.0,0.0
153,3512.0370712280273,103,4.12,0,1,0,0,0,is_collision,0.4835680751173709,,,-24.448473180946742,-10.966482771291995,1.164229745562245,15.278052691744495,,,,,,,,,,,,,,0.3839116747328472,0.0,0.0,0.0,0.0
154,1830.4522094726562,69,2.7600000000000002,0,0,1,0,0,is_off_road,0.6509433962264151,,,,,-21.111423720238285,-13.601545686660156,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
155,1627.1369247436523,61,2.44,0,0,1,0,0,is_off_road,0.27601809954751133,,,-151.99152534250103,-16.759341141617124,-718.1746896237611,1.3069116827401073,,,,,,,,,,,,,,0.6435358168990261,0.0,0.0,0.0,0.0
156,7538.10139465332,191,7.640000000000001,0,0,1,0,0,is_off_road,0.7262357414448669,,,-527.5157142617292,28.988058630059186,-329.57186424325397,14.627972961500614,,,,,,,,,,,,,,0.08643034146473712,0.0,0.0,0.0,0.0
157,13647.45475769043,366,14.64,0,1,0,0,0,is_collision,0.7939262472885033,,,-1361.4294305478759,-5.25916717404615,-279.70674041309786,2017.6720037924288,,,,,,,,,,,,,,0.7403383221847442,0.0,0.0,0.0,0.0
158,596.7011375427246,35,1.4000000000000001,0,1,0,0,0,is_collision,0.4166666666666667,,,,,-6.5162916159784485,-5.025547167166796,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
159,646.0599708557129,34,1.36,0,0,1,0,0,is_off_road,0.2833333333333333,,,,,-72.36442883823251,-37.99063260115479,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
160,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
161,1581.449893951416,53,2.12,0,0,1,0,0,is_off_road,0.49074074074074076,,,,,-2.311086383243487,-2.011942114683443,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
162,1830.4522094726562,69,2.7600000000000002,0,0,1,0,0,is_off_road,0.6509433962264151,,,,,-21.111423720238285,-13.601545686660156,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
163,596.7011375427246,35,1.4000000000000001,0,1,0,0,0,is_collision,0.4166666666666667,,,,,-6.5162916159784485,-5.025547167166796,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
164,2120.590455532074,79,3.16,0,0,1,0,0,is_off_road,0.79,,,2.7991676091328412,11.015917352345861,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
165,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
166,6288.9641761779785,174,6.96,0,1,0,0,0,is_collision,0.5403726708074534,,,-15364.145137016205,-90.3905485458705,-4503.033816778702,378.0794758384818,,,,,,,,,,,,,,0.7210553238454701,0.0,0.0,0.0,0.0
167,6288.9641761779785,174,6.96,0,1,0,0,0,is_collision,0.5403726708074534,,,-15364.145137016205,-90.3905485458705,-4503.033816778702,378.0794758384818,,,,,,,,,,,,,,0.21606963329481946,0.0,0.0,0.0,0.0
168,6288.9641761779785,174,6.96,0,1,0,0,0,is_collision,0.5403726708074534,,,-15364.145137016205,-90.3905485458705,-4503.033816778702,378.0794758384818,,,,,,,,,,,,,,0.06051703258068793,0.0,0.0,0.0,0.0
169,6288.9641761779785,174,6.96,0,1,0,0,0,is_collision,0.5403726708074534,,,-15364.145137016205,-90.3905485458705,-4503.033816778702,378.0794758384818,,,,,,,,,,,,,,0.7219323764990592,0.0,0.0,0.0,0.0
170,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.29006676973574885,0.0,0.0,0.0,0.0
171,13647.45475769043,366,14.64,0,1,0,0,0,is_collision,0.7939262472885033,,,-1361.4294305478759,-5.25916717404615,-279.70674041309786,2017.6720037924288,,,,,,,,,,,,,,0.3095479685571124,0.0,0.0,0.0,0.0
172,15655.862098693848,361,14.44,1,0,0,0,0,is_goal_reached,0.9601063829787234,,,-1059.4792567556046,-1.885897171419603,-280.6164232671668,11.436090809949132,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
173,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
174,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
175,1525.6338424682617,56,2.24,0,0,1,0,0,is_off_road,0.6086956521739131,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
176,1581.449893951416,53,2.12,0,0,1,0,0,is_off_road,0.49074074074074076,,,,,-2.311086383243487,-2.011942114683443,,,,,,,,,,,,,,0.3773837587829222,0.0,0.0,0.0,0.0
177,596.7011375427246,35,1.4000000000000001,0,1,0,0,0,is_collision,0.4166666666666667,,,,,-6.5162916159784485,-5.025547167166796,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
178,3795.641944885254,115,4.6000000000000005,0,0,1,0,0,is_off_road,0.32122905027932963,,,-1099.2540059248652,35.94343534306797,,,,,,,,,,,,,,,,0.0851965167691036,0.0,0.0,0.0,0.0
179,9460.765605926514,243,9.72,0,0,1,0,0,is_off_road,0.9,,,-2660.5583957913836,-26.082580894710013,-12112.014173030391,-63.49697472102126,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
180,1627.1369247436523,61,2.44,0,0,1,0,0,is_off_road,0.27601809954751133,,,-151.99152534250103,-16.759341141617124,-718.1746896237611,1.3069116827401073,,,,,,,,,,,,,,0.6910090913275247,0.0,0.0,0.0,0.0
181,3512.0370712280273,103,4.12,0,1,0,0,0,is_collision,0.4835680751173709,,,-24.448473180946742,-10.966482771291995,1.164229745562245,15.278052691744495,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
182,2120.590455532074,79,3.16,0,0,1,0,0,is_off_road,0.79,,,2.7991676091328412,11.015917352345861,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
183,9465.387588500977,235,9.4,0,0,0,1,0,is_time_out,1.0,,,,,-450.74454692992526,32.295295969280794,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
184,9460.765605926514,243,9.72,0,0,1,0,0,is_off_road,0.9,,,-2660.5583957913836,-26.082580894710013,-12112.014173030391,-63.49697472102126,,,,,,,,,,,,,,0.7424108430044593,0.0,0.0,0.0,0.0
185,1830.4522094726562,69,2.7600000000000002,0,0,1,0,0,is_off_road,0.6509433962264151,,,,,-21.111423720238285,-13.601545686660156,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
186,13647.45475769043,366,14.64,0,1,0,0,0,is_collision,0.7939262472885033,,,-1361.4294305478759,-5.25916717404615,-279.70674041309786,2017.6720037924288,,,,,,,,,,,,,,0.6422786257220867,0.0,0.0,0.0,0.0
187,3512.0370712280273,103,4.12,0,1,0,0,0,is_collision,0.4835680751173709,,,-24.448473180946742,-10.966482771291995,1.164229745562245,15.278052691744495,,,,,,,,,,,,,,0.06605704187688122,0.0,0.0,0.0,0.0
188,1627.1369247436523,61,2.44,0,0,1,0,0,is_off_road,0.27601809954751133,,,-151.99152534250103,-16.759341141617124,-718.1746896237611,1.3069116827401073,,,,,,,,,,,,,,0.05214577126083517,0.0,0.0,0.0,0.0
189,9465.387588500977,235,9.4,0,0,0,1,0,is_time_out,1.0,,,,,-450.74454692992526,32.295295969280794,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
190,596.7011375427246,35,1.4000000000000001,0,1,0,0,0,is_collision,0.4166666666666667,,,,,-6.5162916159784485,-5.025547167166796,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
191,1525.6338424682617,56,2.24,0,0,1,0,0,is_off_road,0.6086956521739131,,,,,,,,,,,,,,,,,,,,0.007533098968986972,0.0,0.0,0.0,0.0
192,1830.4522094726562,69,2.7600000000000002,0,0,1,0,0,is_off_road,0.6509433962264151,,,,,-21.111423720238285,-13.601545686660156,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
193,2120.590455532074,79,3.16,0,0,1,0,0,is_off_road,0.79,,,2.7991676091328412,11.015917352345861,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
194,1830.4522094726562,69,2.7600000000000002,0,0,1,0,0,is_off_road,0.6509433962264151,,,,,-21.111423720238285,-13.601545686660156,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
195,2120.590455532074,79,3.16,0,0,1,0,0,is_off_road,0.79,,,2.7991676091328412,11.015917352345861,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
196,2120.590455532074,79,3.16,0,0,1,0,0,is_off_road,0.79,,,2.7991676091328412,11.015917352345861,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
197,1627.1369247436523,61,2.44,0,0,1,0,0,is_off_road,0.27601809954751133,,,-151.99152534250103,-16.759341141617124,-718.1746896237611,1.3069116827401073,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0
198,6198.591156005859,99,3.96,1,0,0,0,0,is_goal_reached,0.7279411764705882,,,,,-3167.205139858628,-63.17238235131907,,,,,,,,,,,,,,0.29006676973574885,0.0,0.0,0.0,0.0
199,1627.1369247436523,61,2.44,0,0,1,0,0,is_off_road,0.27601809954751133,,,-151.99152534250103,-16.759341141617124,-718.1746896237611,1.3069116827401073,,,,,,,,,,,,,,0.5089192270009963,0.0,0.0,0.0,0.0
